DeviceTag: Xsens DOT5D,FirmwareVersion: 2.2.1,AppVersion: 2023.6.0,SyncStatus: Unknown (Synced/Un-synced),OutputRate: 60,FilterProfile: Unknown,Measurement Mode: Sensor fusion Mode - Extended (Euler),StartTime: 2024-04-09 17:06:50.309,© Movella Technologies B.V. 2005-2024
SampleTimeFine,Euler_X,Euler_Y,Euler_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Status
5869433,-0.2624,5.4292,-61.4200,-0.0015,0.0146,0.0512,0
5869600,-0.2626,5.4284,-61.4185,-0.0061,-0.0228,0.0534,0
5869767,-0.2637,5.4266,-61.4178,0.0111,-0.0196,0.0455,0
5869933,-0.2624,5.4253,-61.4160,-0.0056,-0.0020,0.0694,0
5870100,-0.2616,5.4228,-61.4141,0.0012,-0.0013,0.0473,0
5870267,-0.2615,5.4212,-61.4118,-0.0040,0.0137,0.0481,0
5870433,-0.2617,5.4209,-61.4120,-0.0106,-0.0124,0.0520,0
5870600,-0.2610,5.4184,-61.4107,-0.0207,-0.0198,0.0567,0
5870767,-0.2604,5.4189,-61.4102,-0.0243,-0.0053,0.0720,0
5870933,-0.2604,5.4203,-61.4091,-0.0044,-0.0109,0.0583,0
5871100,-0.2605,5.4197,-61.4077,-0.0012,0.0099,0.0731,0
5871267,-0.2617,5.4208,-61.4073,0.0026,0.0024,0.0593,0
5871433,-0.2607,5.4213,-61.4068,-0.0108,0.0013,0.0516,0
5871600,-0.2615,5.4217,-61.4054,-0.0203,0.0017,0.0571,0
5871767,-0.2618,5.4214,-61.4041,-0.0208,0.0029,0.0589,0
5871933,-0.2620,5.4212,-61.4049,-0.0273,-0.0049,0.0509,0
5872100,-0.2623,5.4212,-61.4065,-0.0163,-0.0197,0.0554,0
5872267,-0.2620,5.4211,-61.4084,0.0035,0.0160,0.0581,0
5872433,-0.2627,5.4218,-61.4092,0.0083,0.0081,0.0483,0
5872600,-0.2619,5.4204,-61.4105,-0.0031,0.0133,0.0554,0
5872767,-0.2616,5.4190,-61.4113,0.0098,-0.0210,0.0594,0
5872933,-0.2625,5.4187,-61.4113,0.0001,-0.0135,0.0497,0
5873100,-0.2622,5.4188,-61.4117,-0.0031,-0.0238,0.0426,0
5873267,-0.2623,5.4180,-61.4115,-0.0226,-0.0100,0.0457,0
5873433,-0.2619,5.4178,-61.4116,-0.0160,-0.0091,0.0676,0
5873600,-0.2624,5.4188,-61.4113,-0.0027,-0.0080,0.0544,0
5873767,-0.2616,5.4174,-61.4110,0.0043,-0.0187,0.0720,0
5873933,-0.2611,5.4167,-61.4110,0.0087,-0.0156,0.0394,0
5874100,-0.2627,5.4182,-61.4119,0.0170,-0.0355,0.0754,0
5874267,-0.2614,5.4189,-61.4126,-0.0014,-0.0051,0.0535,0
5874433,-0.2618,5.4205,-61.4129,-0.0114,0.0014,0.0632,0
5874600,-0.2618,5.4212,-61.4123,-0.0002,-0.0199,0.0350,0
5874767,-0.2623,5.4219,-61.4128,-0.0042,-0.0133,0.0498,0
5874933,-0.2611,5.4226,-61.4131,-0.0138,0.0253,0.0359,0
5875100,-0.2614,5.4224,-61.4143,-0.0116,0.0268,0.0649,0
5875267,-0.2625,5.4223,-61.4132,0.0068,-0.0009,0.0641,0
5875433,-0.2615,5.4229,-61.4140,-0.0019,-0.0226,0.0575,0
5875600,-0.2614,5.4245,-61.4151,0.0029,-0.0187,0.0693,0
5875767,-0.2598,5.4256,-61.4170,-0.0051,0.0052,0.0685,0
5875933,-0.2593,5.4267,-61.4181,-0.0175,0.0233,0.0537,0
5876100,-0.2591,5.4258,-61.4188,-0.0163,0.0147,0.0491,0
5876267,-0.2596,5.4257,-61.4182,-0.0051,0.0037,0.0557,0
5876433,-0.2580,5.4241,-61.4182,0.0028,-0.0301,0.0536,0
5876600,-0.2564,5.4235,-61.4192,0.0007,-0.0084,0.0459,0
5876767,-0.2569,5.4245,-61.4177,-0.0017,-0.0016,0.0514,0
5876933,-0.2560,5.4243,-61.4179,0.0047,-0.0005,0.0562,0
5877100,-0.2558,5.4247,-61.4184,-0.0347,-0.0067,0.0567,0
5877267,-0.2558,5.4243,-61.4204,-0.0443,-0.0283,0.0673,0
5877433,-0.2554,5.4250,-61.4251,-0.0346,-0.0362,0.0483,0
5877600,-0.2542,5.4256,-61.4300,-0.0450,-0.0348,0.0631,0
5877767,-0.2534,5.4266,-61.4397,0.0298,0.0008,0.0564,0
5877933,-0.2525,5.4206,-61.4407,0.0603,0.0493,0.0658,0
5878100,-0.2530,5.4206,-61.4399,0.1005,0.0475,0.0613,0
5878267,-0.2527,5.4118,-61.4324,0.0708,0.0498,0.0659,0
5878433,-0.2532,5.4069,-61.4246,0.0304,-0.0374,0.0495,0
5878600,-0.2548,5.4098,-61.4201,-0.0558,-0.0750,0.0533,0
5878767,-0.2564,5.4107,-61.4159,-0.0797,-0.0279,0.0535,0
5878933,-0.2568,5.4115,-61.4142,-0.0597,0.0041,0.0490,0
5879100,-0.2577,5.4109,-61.4139,-0.0101,-0.0103,0.0638,0
5879267,-0.2578,5.4115,-61.4132,0.0179,-0.0183,0.0561,0
5879433,-0.2579,5.4119,-61.4135,0.0051,-0.0047,0.0585,0
5879600,-0.2584,5.4146,-61.4134,-0.0071,0.0157,0.0414,0
5879767,-0.2579,5.4145,-61.4143,-0.0152,0.0250,0.0708,0
5879933,-0.2584,5.4146,-61.4155,-0.0257,-0.0047,0.0418,0
5880100,-0.2580,5.4165,-61.4189,-0.0439,-0.0398,0.0665,0
5880267,-0.2585,5.4212,-61.4238,-0.0249,-0.0572,0.0509,0
5880433,-0.2587,5.4234,-61.4268,-0.0365,-0.0355,0.0629,0
5880600,-0.2582,5.4244,-61.4310,0.0099,0.0071,0.0596,0
5880767,-0.2567,5.4224,-61.4347,0.0419,0.0685,0.0659,0
5880933,-0.2561,5.4206,-61.4327,0.0962,0.0848,0.0641,0
5881100,-0.2549,5.4116,-61.4237,0.0919,0.0587,0.0580,0
5881267,-0.2545,5.4061,-61.4153,0.0539,-0.0446,0.0461,0
5881433,-0.2557,5.4089,-61.4102,-0.0709,-0.0843,0.0484,0
5881600,-0.2564,5.4135,-61.4062,-0.1403,-0.0246,0.0522,0
5881767,-0.2562,5.4132,-61.4055,-0.0953,0.0053,0.0599,0
5881933,-0.2557,5.4132,-61.4049,-0.0011,-0.0200,0.0645,0
5882100,-0.2562,5.4143,-61.4057,0.0290,-0.0280,0.0544,0
5882267,-0.2563,5.4145,-61.4066,0.0260,-0.0225,0.0601,0
5882433,-0.2563,5.4161,-61.4065,0.0184,-0.0274,0.0670,0
5882600,-0.2579,5.4177,-61.4075,-0.0303,0.0164,0.0681,0
5882767,-0.2576,5.4169,-61.4067,-0.0340,0.0102,0.0531,0
5882933,-0.2582,5.4162,-61.4056,-0.0250,-0.0001,0.0522,0
5883100,-0.2584,5.4158,-61.4046,0.0080,-0.0064,0.0538,0
5883267,-0.2590,5.4154,-61.4048,0.0225,-0.0171,0.0546,0
5883433,-0.2598,5.4150,-61.4052,0.0126,0.0074,0.0552,0
5883600,-0.2600,5.4146,-61.4040,-0.0215,0.0119,0.0621,0
5883767,-0.2600,5.4150,-61.4039,-0.0326,-0.0067,0.0548,0
5883933,-0.2598,5.4150,-61.4046,-0.0221,-0.0207,0.0670,0
5884100,-0.2603,5.4167,-61.4054,-0.0222,-0.0112,0.0416,0
5884267,-0.2602,5.4173,-61.4060,0.0045,0.0053,0.0546,0
5884433,-0.2613,5.4183,-61.4072,0.0078,-0.0024,0.0653,0
5884600,-0.2612,5.4191,-61.4086,0.0077,0.0126,0.0579,0
5884767,-0.2599,5.4183,-61.4089,-0.0080,-0.0118,0.0601,0
5884933,-0.2603,5.4187,-61.4089,-0.0092,0.0055,0.0632,0
5885100,-0.2600,5.4186,-61.4088,-0.0105,-0.0182,0.0465,0
5885267,-0.2591,5.4182,-61.4090,0.0010,-0.0067,0.0562,0
5885434,-0.2594,5.4185,-61.4094,0.0019,0.0038,0.0686,0
5885600,-0.2595,5.4190,-61.4097,-0.0120,0.0011,0.0571,0
5885767,-0.2590,5.4192,-61.4111,-0.0058,-0.0032,0.0466,0
5885934,-0.2601,5.4202,-61.4131,-0.0152,-0.0161,0.0504,0
5886100,-0.2595,5.4216,-61.4137,-0.0030,-0.0197,0.0522,0
5886267,-0.2585,5.4232,-61.4131,0.0067,-0.0068,0.0652,0
5886434,-0.2600,5.4247,-61.4150,-0.0085,0.0184,0.0560,0
5886600,-0.2590,5.4249,-61.4163,0.0165,-0.0130,0.0621,0
5886767,-0.2588,5.4254,-61.4177,-0.0026,-0.0052,0.0497,0
5886934,-0.2598,5.4262,-61.4191,-0.0090,0.0034,0.0553,0
5887100,-0.2597,5.4264,-61.4193,-0.0023,-0.0070,0.0647,0
5887267,-0.2603,5.4267,-61.4196,-0.0040,0.0133,0.0746,0
5887434,-0.2597,5.4259,-61.4179,-0.0032,-0.0057,0.0738,0
5887600,-0.2601,5.4261,-61.4164,-0.0011,0.0031,0.0780,0
5887767,-0.2584,5.4249,-61.4149,-0.0047,-0.0051,0.0701,0
5887934,-0.2586,5.4252,-61.4156,-0.0148,-0.0052,0.0496,0
5888100,-0.2592,5.4255,-61.4156,-0.0126,-0.0105,0.0646,0
5888267,-0.2589,5.4244,-61.4149,-0.0373,0.0066,0.0665,0
5888434,-0.2568,5.4233,-61.4144,0.0082,-0.0090,0.0562,0
5888600,-0.2567,5.4232,-61.4135,0.0056,-0.0071,0.0535,0
5888767,-0.2567,5.4220,-61.4119,0.0077,0.0119,0.0604,0
5888934,-0.2564,5.4214,-61.4103,-0.0252,0.0022,0.0587,0
5889100,-0.2565,5.4189,-61.4085,-0.0094,-0.0161,0.0609,0
5889267,-0.2572,5.4179,-61.4055,-0.0042,0.0037,0.0561,0
5889434,-0.2575,5.4164,-61.4034,-0.0167,-0.0202,0.0608,0
5889600,-0.2583,5.4153,-61.4016,-0.0118,-0.0407,0.0542,0
5889767,-0.2578,5.4156,-61.4015,0.0123,-0.0264,0.0610,0
5889934,-0.2579,5.4161,-61.3996,0.0012,-0.0053,0.0552,0
5890100,-0.2591,5.4163,-61.3981,-0.0052,0.0032,0.0468,0
5890267,-0.2603,5.4181,-61.3965,-0.0271,-0.0153,0.0541,0
5890434,-0.2599,5.4195,-61.3971,-0.0393,-0.0148,0.0388,0
5890600,-0.2584,5.4191,-61.3984,-0.0290,-0.0019,0.0682,0
5890767,-0.2590,5.4194,-61.3971,0.0025,0.0129,0.0493,0
5890934,-0.2573,5.4170,-61.3960,0.0234,-0.0207,0.0773,0
5891100,-0.2557,5.4152,-61.3954,0.0197,-0.0122,0.0541,0
5891267,-0.2555,5.4179,-61.3959,0.0087,-0.0182,0.0634,0
5891434,-0.2558,5.4186,-61.3953,-0.0167,0.0246,0.0619,0
5891600,-0.2557,5.4192,-61.3949,-0.0466,-0.0002,0.0463,0
5891767,-0.2554,5.4195,-61.3951,-0.0228,-0.0290,0.0532,0
5891934,-0.2563,5.4193,-61.3953,0.0071,-0.0303,0.0475,0
5892100,-0.2563,5.4203,-61.3958,0.0210,0.0003,0.0676,0
5892267,-0.2566,5.4202,-61.3964,0.0169,0.0055,0.0726,0
5892434,-0.2563,5.4218,-61.3962,-0.0235,0.0189,0.0521,0
5892600,-0.2564,5.4206,-61.3976,-0.0473,-0.0173,0.0570,0
5892767,-0.2567,5.4235,-61.4011,-0.0713,-0.0598,0.0589,0
5892934,-0.2559,5.4302,-61.4086,-0.0358,-0.0390,0.0611,0
5893100,-0.2548,5.4297,-61.4133,0.0014,0.0377,0.0567,0
5893267,-0.2554,5.4297,-61.4151,0.0723,0.0127,0.0747,0
5893434,-0.2549,5.4275,-61.4163,0.0671,-0.0110,0.0600,0
5893600,-0.2547,5.4277,-61.4167,0.0124,-0.0152,0.0583,0
5893767,-0.2547,5.4290,-61.4187,-0.0342,0.0028,0.0525,0
5893934,-0.2554,5.4308,-61.4200,-0.0569,0.0260,0.0440,0
5894100,-0.2545,5.4300,-61.4214,-0.0301,-0.0098,0.0553,0
5894267,-0.2527,5.4286,-61.4217,0.0286,-0.0199,0.0655,0
5894434,-0.2525,5.4305,-61.4221,0.0426,-0.0343,0.0458,0
5894600,-0.2524,5.4317,-61.4215,0.0217,-0.0042,0.0745,0
5894767,-0.2539,5.4325,-61.4204,-0.0060,0.0069,0.0622,0
5894934,-0.2540,5.4308,-61.4203,-0.0375,-0.0096,0.0633,0
5895100,-0.2539,5.4299,-61.4203,-0.0389,-0.0227,0.0689,0
5895267,-0.2534,5.4308,-61.4216,0.0071,-0.0334,0.0498,0
5895434,-0.2529,5.4300,-61.4221,0.0220,-0.0096,0.0457,0
5895600,-0.2522,5.4300,-61.4221,0.0298,0.0106,0.0628,0
5895767,-0.2522,5.4309,-61.4217,0.0222,-0.0136,0.0552,0
5895934,-0.2521,5.4325,-61.4206,-0.0229,0.0133,0.0480,0
5896100,-0.2514,5.4326,-61.4191,-0.0418,-0.0068,0.0539,0
5896267,-0.2517,5.4324,-61.4196,-0.0390,0.0076,0.0315,0
5896434,-0.2509,5.4318,-61.4197,0.0025,-0.0035,0.0500,0
5896600,-0.2490,5.4310,-61.4193,0.0254,-0.0067,0.0700,0
5896767,-0.2495,5.4320,-61.4188,0.0330,-0.0029,0.0565,0
5896934,-0.2492,5.4331,-61.4183,-0.0012,0.0027,0.0459,0
5897100,-0.2496,5.4320,-61.4177,-0.0235,-0.0079,0.0540,0
5897267,-0.2480,5.4315,-61.4172,-0.0285,-0.0006,0.0651,0
5897434,-0.2487,5.4292,-61.4169,-0.0298,-0.0014,0.0527,0
5897600,-0.2477,5.4283,-61.4161,0.0036,-0.0120,0.0759,0
5897767,-0.2463,5.4289,-61.4163,0.0144,-0.0145,0.0542,0
5897934,-0.2471,5.4304,-61.4156,0.0014,0.0006,0.0448,0
5898100,-0.2482,5.4307,-61.4151,-0.0100,-0.0014,0.0782,0
5898267,-0.2487,5.4303,-61.4158,-0.0221,-0.0082,0.0733,0
5898434,-0.2485,5.4299,-61.4146,-0.0345,0.0038,0.0616,0
5898600,-0.2473,5.4296,-61.4149,-0.0095,-0.0096,0.0452,0
5898767,-0.2478,5.4271,-61.4130,0.0059,-0.0076,0.0477,0
5898934,-0.2468,5.4261,-61.4125,0.0138,0.0086,0.0621,0
5899100,-0.2477,5.4286,-61.4127,0.0126,-0.0193,0.0494,0
5899267,-0.2478,5.4277,-61.4126,-0.0079,-0.0126,0.0394,0
5899434,-0.2479,5.4293,-61.4127,-0.0249,0.0028,0.0469,0
5899600,-0.2487,5.4286,-61.4121,-0.0146,-0.0001,0.0618,0
5899767,-0.2491,5.4278,-61.4112,-0.0013,-0.0073,0.0640,0
5899934,-0.2485,5.4271,-61.4114,0.0119,-0.0176,0.0509,0
5900100,-0.2477,5.4283,-61.4109,0.0190,-0.0229,0.0569,0
5900267,-0.2481,5.4286,-61.4110,0.0133,-0.0197,0.0564,0
5900434,-0.2480,5.4295,-61.4099,-0.0118,-0.0073,0.0433,0
5900600,-0.2480,5.4290,-61.4096,-0.0171,0.0102,0.0566,0
5900767,-0.2479,5.4288,-61.4091,-0.0220,0.0008,0.0459,0
5900934,-0.2475,5.4282,-61.4090,-0.0065,-0.0092,0.0574,0
5901100,-0.2459,5.4294,-61.4090,0.0099,-0.0120,0.0606,0
5901267,-0.2463,5.4296,-61.4089,0.0081,-0.0095,0.0645,0
5901434,-0.2472,5.4299,-61.4091,0.0095,-0.0025,0.0526,0
5901600,-0.2469,5.4312,-61.4097,-0.0119,0.0096,0.0583,0
5901767,-0.2473,5.4319,-61.4104,-0.0193,-0.0071,0.0467,0
5901934,-0.2485,5.4325,-61.4114,-0.0080,-0.0184,0.0601,0
5902101,-0.2490,5.4318,-61.4111,0.0003,-0.0105,0.0631,0
5902267,-0.2506,5.4323,-61.4112,-0.0053,-0.0179,0.0603,0
5902434,-0.2519,5.4332,-61.4123,-0.0011,-0.0165,0.0638,0
5902601,-0.2521,5.4343,-61.4119,-0.0062,0.0113,0.0443,0
5902767,-0.2528,5.4350,-61.4106,-0.0145,-0.0012,0.0521,0
5902934,-0.2518,5.4352,-61.4100,-0.0074,-0.0151,0.0564,0
5903101,-0.2521,5.4348,-61.4106,0.0056,-0.0098,0.0568,0
5903267,-0.2516,5.4347,-61.4121,0.0031,-0.0213,0.0538,0
5903434,-0.2521,5.4359,-61.4133,-0.0000,-0.0251,0.0494,0
5903601,-0.2532,5.4356,-61.4140,-0.0011,-0.0051,0.0566,0
5903767,-0.2529,5.4349,-61.4143,-0.0160,0.0091,0.0525,0
5903934,-0.2538,5.4346,-61.4141,-0.0171,0.0074,0.0649,0
5904101,-0.2526,5.4337,-61.4128,-0.0093,0.0074,0.0417,0
5904267,-0.2522,5.4338,-61.4128,-0.0125,-0.0153,0.0580,0
5904434,-0.2519,5.4334,-61.4128,0.0096,-0.0480,0.0495,0
5904601,-0.2526,5.4352,-61.4125,0.0144,-0.0009,0.0569,0
5904767,-0.2520,5.4342,-61.4116,-0.0081,0.0304,0.0583,0
5904934,-0.2528,5.4342,-61.4117,-0.0150,0.0021,0.0749,0
5905101,-0.2529,5.4340,-61.4119,-0.0017,-0.0159,0.0603,0
5905267,-0.2535,5.4333,-61.4120,-0.0008,-0.0193,0.0581,0
5905434,-0.2528,5.4331,-61.4120,0.0070,-0.0262,0.0502,0
5905601,-0.2534,5.4323,-61.4117,0.0045,-0.0083,0.0592,0
5905767,-0.2545,5.4333,-61.4117,-0.0045,0.0064,0.0484,0
5905934,-0.2546,5.4327,-61.4122,-0.0136,0.0162,0.0600,0
5906101,-0.2554,5.4340,-61.4114,-0.0041,0.0151,0.0597,0
5906267,-0.2552,5.4334,-61.4103,0.0011,-0.0038,0.0582,0
5906434,-0.2565,5.4332,-61.4105,-0.0010,-0.0164,0.0524,0
5906601,-0.2573,5.4342,-61.4113,-0.0080,-0.0319,0.0550,0
5906767,-0.2571,5.4352,-61.4107,-0.0045,-0.0108,0.0472,0
5906934,-0.2576,5.4345,-61.4105,-0.0098,0.0184,0.0613,0
5907101,-0.2574,5.4324,-61.4108,0.0000,0.0125,0.0567,0
5907267,-0.2579,5.4318,-61.4094,-0.0054,-0.0097,0.0610,0
5907434,-0.2582,5.4288,-61.4078,-0.0002,-0.0331,0.0300,0
5907601,-0.2592,5.4257,-61.4050,-0.0062,-0.0178,0.0483,0
5907767,-0.2602,5.4261,-61.4038,0.0186,-0.0148,0.0614,0
5907934,-0.2617,5.4257,-61.4048,-0.0048,0.0385,0.0565,0
5908101,-0.2618,5.4260,-61.4044,-0.0104,0.0184,0.0624,0
5908267,-0.2612,5.4283,-61.4051,-0.0129,-0.0144,0.0444,0
5908434,-0.2606,5.4286,-61.4045,-0.0005,-0.0217,0.0720,0
5908601,-0.2607,5.4271,-61.4041,-0.0149,0.0034,0.0294,0
5908767,-0.2615,5.4314,-61.4045,-0.0014,-0.0131,0.0518,0
5908934,-0.2605,5.4311,-61.4043,0.0084,-0.0047,0.0499,0
5909101,-0.2606,5.4309,-61.4035,-0.0094,-0.0079,0.0539,0
5909267,-0.2608,5.4309,-61.4031,-0.0105,-0.0126,0.0455,0
5909434,-0.2604,5.4309,-61.4030,0.0105,-0.0227,0.0510,0
5909601,-0.2590,5.4292,-61.4025,0.0049,-0.0190,0.0598,0
5909767,-0.2604,5.4298,-61.4023,-0.0033,0.0010,0.0447,0
5909934,-0.2599,5.4297,-61.4013,0.0069,-0.0134,0.0513,0
5910101,-0.2587,5.4305,-61.4013,0.0003,-0.0081,0.0515,0
5910267,-0.2605,5.4333,-61.4017,-0.0055,0.0023,0.0556,0
5910434,-0.2614,5.4347,-61.4024,-0.0142,-0.0114,0.0657,0
5910601,-0.2627,5.4360,-61.4035,-0.0076,-0.0102,0.0501,0
5910767,-0.2631,5.4361,-61.4030,-0.0211,-0.0130,0.0557,0
5910934,-0.2638,5.4380,-61.4031,-0.0114,0.0020,0.0524,0
5911101,-0.2638,5.4383,-61.4042,0.0034,0.0020,0.0657,0
5911267,-0.2619,5.4382,-61.4049,0.0010,-0.0044,0.0479,0
5911434,-0.2616,5.4367,-61.4047,-0.0016,-0.0108,0.0547,0
5911601,-0.2613,5.4365,-61.4053,0.0084,-0.0181,0.0458,0
5911767,-0.2613,5.4360,-61.4061,-0.0015,0.0030,0.0404,0
5911934,-0.2619,5.4342,-61.4066,-0.0005,-0.0145,0.0374,0
5912101,-0.2618,5.4321,-61.4070,0.0080,0.0102,0.0482,0
5912267,-0.2624,5.4317,-61.4071,-0.0140,-0.0044,0.0543,0
5912434,-0.2626,5.4320,-61.4081,0.0010,-0.0235,0.0523,0
5912601,-0.2628,5.4314,-61.4089,-0.0101,0.0078,0.0632,0
5912767,-0.2634,5.4316,-61.4082,-0.0161,0.0056,0.0488,0
5912934,-0.2623,5.4309,-61.4085,-0.0004,0.0001,0.0412,0
5913101,-0.2615,5.4291,-61.4085,-0.0077,-0.0042,0.0619,0
5913267,-0.2626,5.4288,-61.4080,0.0056,-0.0152,0.0528,0
5913434,-0.2626,5.4296,-61.4084,0.0015,-0.0123,0.0591,0
5913601,-0.2627,5.4275,-61.4080,0.0089,-0.0052,0.0735,0
5913767,-0.2625,5.4282,-61.4079,-0.0173,-0.0026,0.0523,0
5913934,-0.2633,5.4285,-61.4071,-0.0127,-0.0125,0.0444,0
5914101,-0.2638,5.4281,-61.4074,-0.0094,-0.0246,0.0394,0
5914267,-0.2624,5.4286,-61.4078,-0.0064,-0.0214,0.0564,0
5914434,-0.2622,5.4303,-61.4082,-0.0068,0.0021,0.0359,0
5914601,-0.2614,5.4311,-61.4073,0.0184,-0.0096,0.0691,0
5914767,-0.2626,5.4323,-61.4074,0.0054,-0.0042,0.0668,0
5914934,-0.2604,5.4332,-61.4064,-0.0048,-0.0109,0.0556,0
5915101,-0.2608,5.4339,-61.4070,-0.0032,-0.0095,0.0460,0
5915267,-0.2619,5.4353,-61.4085,-0.0009,0.0134,0.0459,0
5915434,-0.2613,5.4365,-61.4090,-0.0148,0.0099,0.0508,0
5915601,-0.2606,5.4366,-61.4097,-0.0146,-0.0090,0.0584,0
5915767,-0.2605,5.4362,-61.4095,-0.0144,-0.0178,0.0488,0
5915934,-0.2601,5.4355,-61.4089,-0.0126,-0.0039,0.0626,0
5916101,-0.2595,5.4357,-61.4097,0.0072,-0.0118,0.0561,0
5916267,-0.2612,5.4357,-61.4111,0.0246,-0.0133,0.0625,0
5916434,-0.2625,5.4346,-61.4114,-0.0027,-0.0237,0.0546,0
5916601,-0.2619,5.4353,-61.4114,-0.0116,-0.0219,0.0558,0
5916767,-0.2620,5.4366,-61.4115,-0.0064,0.0097,0.0640,0
5916934,-0.2615,5.4362,-61.4112,0.0057,0.0056,0.0515,0
5917101,-0.2613,5.4334,-61.4100,0.0158,-0.0100,0.0646,0
5917267,-0.2605,5.4353,-61.4115,-0.0017,-0.0117,0.0408,0
5917434,-0.2601,5.4350,-61.4109,0.0055,-0.0140,0.0543,0
5917601,-0.2605,5.4355,-61.4116,-0.0181,0.0014,0.0429,0
5917767,-0.2597,5.4363,-61.4112,-0.0111,-0.0091,0.0548,0
5917934,-0.2598,5.4357,-61.4113,0.0012,-0.0044,0.0558,0
5918101,-0.2598,5.4352,-61.4109,0.0055,-0.0063,0.0751,0
5918267,-0.2602,5.4347,-61.4105,0.0052,-0.0111,0.0518,0
5918434,-0.2600,5.4351,-61.4102,0.0057,0.0022,0.0533,0
5918601,-0.2596,5.4349,-61.4086,-0.0039,0.0218,0.0493,0
5918768,-0.2591,5.4352,-61.4091,-0.0069,0.0085,0.0604,0
5918934,-0.2585,5.4349,-61.4086,-0.0143,0.0106,0.0435,0
5919101,-0.2586,5.4354,-61.4090,0.0056,-0.0174,0.0464,0
5919268,-0.2584,5.4353,-61.4090,0.0002,-0.0067,0.0644,0
5919434,-0.2582,5.4359,-61.4086,-0.0049,0.0058,0.0565,0
5919601,-0.2584,5.4348,-61.4095,-0.0157,-0.0023,0.0565,0
5919768,-0.2582,5.4346,-61.4095,0.0084,-0.0094,0.0551,0
5919934,-0.2589,5.4339,-61.4096,-0.0106,-0.0202,0.0501,0
5920101,-0.2586,5.4336,-61.4093,0.0100,0.0092,0.0547,0
5920268,-0.2589,5.4337,-61.4096,-0.0078,0.0125,0.0520,0
5920434,-0.2590,5.4325,-61.4093,-0.0073,-0.0000,0.0518,0
5920601,-0.2590,5.4316,-61.4090,0.0036,-0.0079,0.0698,0
5920768,-0.2586,5.4305,-61.4084,-0.0077,-0.0074,0.0566,0
5920934,-0.2574,5.4305,-61.4084,-0.0016,0.0118,0.0613,0
5921101,-0.2580,5.4300,-61.4086,0.0015,0.0037,0.0526,0
5921268,-0.2575,5.4311,-61.4083,0.0095,-0.0167,0.0440,0
5921434,-0.2574,5.4310,-61.4087,0.0019,0.0075,0.0605,0
5921601,-0.2576,5.4307,-61.4087,-0.0141,0.0004,0.0513,0
5921768,-0.2578,5.4306,-61.4083,-0.0155,-0.0168,0.0458,0
5921934,-0.2570,5.4290,-61.4083,-0.0124,-0.0089,0.0601,0
5922101,-0.2573,5.4291,-61.4080,-0.0164,-0.0006,0.0541,0
5922268,-0.2578,5.4294,-61.4087,0.0072,-0.0125,0.0677,0
5922434,-0.2573,5.4291,-61.4084,0.0053,-0.0065,0.0557,0
5922601,-0.2577,5.4297,-61.4075,0.0017,-0.0118,0.0480,0
5922768,-0.2570,5.4309,-61.4071,-0.0141,-0.0116,0.0595,0
5922934,-0.2572,5.4302,-61.4075,-0.0094,0.0086,0.0585,0
5923101,-0.2572,5.4296,-61.4082,-0.0012,-0.0049,0.0570,0
5923268,-0.2571,5.4296,-61.4072,0.0033,-0.0150,0.0546,0
5923434,-0.2567,5.4290,-61.4068,0.0106,-0.0188,0.0479,0
5923601,-0.2572,5.4302,-61.4071,-0.0087,-0.0028,0.0539,0
5923768,-0.2571,5.4300,-61.4071,-0.0208,-0.0069,0.0639,0
5923934,-0.2567,5.4312,-61.4073,-0.0264,0.0126,0.0577,0
5924101,-0.2569,5.4303,-61.4073,-0.0032,0.0049,0.0667,0
5924268,-0.2567,5.4297,-61.4070,-0.0088,-0.0021,0.0716,0
5924434,-0.2562,5.4290,-61.4073,0.0032,-0.0053,0.0571,0
5924601,-0.2556,5.4291,-61.4065,0.0112,-0.0133,0.0488,0
5924768,-0.2557,5.4289,-61.4064,0.0040,-0.0124,0.0558,0
5924934,-0.2569,5.4286,-61.4070,-0.0164,0.0051,0.0394,0
5925101,-0.2576,5.4293,-61.4071,-0.0036,0.0040,0.0616,0
5925268,-0.2570,5.4292,-61.4064,0.0036,-0.0117,0.0460,0
5925434,-0.2578,5.4304,-61.4065,0.0000,-0.0089,0.0693,0
5925601,-0.2577,5.4305,-61.4061,-0.0022,-0.0046,0.0577,0
5925768,-0.2570,5.4318,-61.4046,0.0069,0.0035,0.0612,0
5925934,-0.2568,5.4306,-61.4045,-0.0043,-0.0010,0.0562,0
5926101,-0.2577,5.4308,-61.4053,-0.0054,-0.0182,0.0621,0
5926268,-0.2589,5.4314,-61.4064,0.0019,-0.0264,0.0596,0
5926434,-0.2586,5.4319,-61.4073,-0.0083,-0.0006,0.0560,0
5926601,-0.2584,5.4324,-61.4068,-0.0067,-0.0050,0.0555,0
5926768,-0.2587,5.4334,-61.4068,0.0046,-0.0086,0.0531,0
5926934,-0.2578,5.4325,-61.4068,0.0092,-0.0096,0.0517,0
5927101,-0.2578,5.4320,-61.4073,0.0019,-0.0138,0.0580,0
5927268,-0.2571,5.4329,-61.4072,-0.0003,-0.0051,0.0598,0
5927434,-0.2578,5.4324,-61.4069,-0.0173,0.0109,0.0429,0
5927601,-0.2570,5.4320,-61.4058,-0.0114,-0.0008,0.0537,0
