DeviceTag: Xsens DOT5D,FirmwareVersion: 2.2.1,AppVersion: 2023.6.0,SyncStatus: Unknown (Synced/Un-synced),OutputRate: 60,FilterProfile: Unknown,Measurement Mode: Sensor fusion Mode - Extended (Euler),StartTime: 2024-04-09 11:40:51.156,© Movella Technologies B.V. 2005-2024
SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,Euler_X,Euler_Y,Euler_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Status
1636247,0.1593,0.0073,-0.0099,0.9871,-0.9847,-1.0092,161.6718,-0.0113,-0.0037,0.0661,0
1636414,0.1593,0.0073,-0.0099,0.9872,-0.9851,-1.0107,161.6762,0.0023,-0.0183,0.1261,0
1636581,0.1593,0.0073,-0.0099,0.9872,-0.9869,-1.0110,161.6802,0.0083,0.0168,0.0434,0
1636747,0.1592,0.0073,-0.0099,0.9872,-0.9872,-1.0120,161.6858,-0.0087,0.0082,0.0462,0
1636914,0.1592,0.0073,-0.0099,0.9872,-0.9876,-1.0114,161.6902,0.0272,-0.0183,0.0829,0
1637081,0.1591,0.0073,-0.0099,0.9872,-0.9895,-1.0124,161.6949,0.0007,0.0021,0.1017,0
1637247,0.1591,0.0073,-0.0099,0.9872,-0.9892,-1.0124,161.6991,0.0003,-0.0003,0.0452,0
1637414,0.1590,0.0074,-0.0099,0.9872,-0.9908,-1.0144,161.7039,-0.0036,-0.0021,0.0744,0
1637581,0.1590,0.0074,-0.0099,0.9872,-0.9898,-1.0146,161.7091,0.0050,-0.0350,0.0646,0
1637748,0.1590,0.0074,-0.0099,0.9872,-0.9906,-1.0157,161.7129,-0.0112,0.0042,0.0615,0
1637914,0.1589,0.0074,-0.0100,0.9872,-0.9922,-1.0171,161.7166,-0.0187,-0.0004,0.0850,0
1638081,0.1589,0.0074,-0.0100,0.9872,-0.9926,-1.0180,161.7222,0.0042,0.0158,0.0523,0
1638248,0.1588,0.0074,-0.0100,0.9872,-0.9944,-1.0168,161.7272,0.0041,0.0071,0.0676,0
1638414,0.1588,0.0074,-0.0100,0.9872,-0.9956,-1.0174,161.7323,0.0159,0.0053,0.0518,0
1638581,0.1588,0.0074,-0.0100,0.9872,-0.9966,-1.0173,161.7372,0.0020,-0.0147,0.0543,0
1638748,0.1587,0.0074,-0.0100,0.9872,-0.9978,-1.0196,161.7424,-0.0145,-0.0116,0.0668,0
1638914,0.1587,0.0074,-0.0100,0.9873,-0.9993,-1.0197,161.7469,-0.0191,-0.0036,0.0505,0
1639081,0.1586,0.0074,-0.0100,0.9873,-1.0010,-1.0216,161.7520,-0.0185,0.0040,0.0706,0
1639248,0.1586,0.0074,-0.0100,0.9873,-1.0016,-1.0231,161.7573,-0.0147,-0.0152,0.0761,0
1639414,0.1586,0.0074,-0.0101,0.9873,-1.0027,-1.0233,161.7611,-0.0008,0.0068,0.0692,0
1639581,0.1585,0.0074,-0.0101,0.9873,-1.0039,-1.0238,161.7657,0.0257,-0.0179,0.0678,0
1639748,0.1585,0.0074,-0.0101,0.9873,-1.0043,-1.0252,161.7687,0.0216,-0.0174,0.0740,0
1639914,0.1585,0.0075,-0.0101,0.9873,-1.0044,-1.0271,161.7732,0.0024,0.0047,0.0840,0
1640081,0.1584,0.0075,-0.0101,0.9873,-1.0040,-1.0301,161.7781,0.0107,0.0071,0.0837,0
1640248,0.1584,0.0075,-0.0101,0.9873,-1.0033,-1.0316,161.7820,-0.0038,-0.0102,0.0623,0
1640414,0.1583,0.0075,-0.0101,0.9873,-1.0025,-1.0321,161.7862,-0.0079,-0.0066,0.0583,0
1640581,0.1583,0.0075,-0.0101,0.9873,-1.0017,-1.0334,161.7920,0.0061,0.0015,0.0677,0
1640748,0.1582,0.0075,-0.0101,0.9873,-1.0014,-1.0348,161.7978,0.0105,0.0063,0.0686,0
1640914,0.1582,0.0075,-0.0100,0.9873,-1.0001,-1.0358,161.8022,0.0094,-0.0053,0.0885,0
1641081,0.1582,0.0076,-0.0100,0.9873,-0.9998,-1.0365,161.8072,0.0027,-0.0099,0.0557,0
1641248,0.1581,0.0076,-0.0100,0.9873,-0.9996,-1.0378,161.8121,-0.0014,0.0005,0.0532,0
1641414,0.1581,0.0076,-0.0100,0.9873,-0.9989,-1.0388,161.8169,-0.0090,-0.0139,0.0796,0
1641581,0.1580,0.0076,-0.0100,0.9874,-0.9971,-1.0401,161.8217,-0.0229,-0.0060,0.0697,0
1641748,0.1580,0.0076,-0.0100,0.9874,-0.9969,-1.0413,161.8275,0.0077,-0.0041,0.0938,0
1641914,0.1580,0.0076,-0.0100,0.9874,-0.9974,-1.0416,161.8302,0.0317,-0.0023,0.0809,0
1642081,0.1579,0.0076,-0.0100,0.9874,-0.9977,-1.0411,161.8352,-0.0035,0.0212,0.0508,0
1642248,0.1579,0.0076,-0.0100,0.9874,-0.9967,-1.0401,161.8410,0.0091,-0.0096,0.0699,0
1642414,0.1578,0.0076,-0.0100,0.9874,-0.9940,-1.0391,161.8466,-0.0016,-0.0179,0.0565,0
1642581,0.1578,0.0076,-0.0100,0.9874,-0.9925,-1.0368,161.8517,-0.0113,-0.0066,0.0769,0
1642748,0.1574,0.0076,-0.0100,0.9874,-0.9944,-1.0367,161.8909,-0.0943,0.0902,0.0632,0
1642914,0.1571,0.0076,-0.0100,0.9875,-0.9968,-1.0366,161.9355,0.1043,-0.0400,0.0893,0
1643081,0.1569,0.0076,-0.0100,0.9875,-0.9945,-1.0370,161.9529,0.0168,-0.0030,0.0917,0
1643248,0.1568,0.0076,-0.0100,0.9875,-0.9931,-1.0359,161.9603,-0.0025,-0.0392,0.0430,0
1643414,0.1568,0.0076,-0.0100,0.9875,-0.9917,-1.0357,161.9643,-0.0135,-0.0201,0.0697,0
1643581,0.1568,0.0075,-0.0100,0.9876,-0.9914,-1.0331,161.9703,-0.0070,-0.0328,0.0530,0
1643748,0.1567,0.0075,-0.0100,0.9876,-0.9930,-1.0324,161.9765,-0.0247,-0.0047,0.0682,0
1643914,0.1565,0.0075,-0.0100,0.9876,-0.9924,-1.0301,161.9941,0.0004,-0.0205,0.0824,0
1644081,0.1564,0.0075,-0.0100,0.9876,-0.9932,-1.0304,162.0085,0.0034,-0.0025,0.0920,0
1644248,0.1563,0.0075,-0.0100,0.9876,-0.9933,-1.0283,162.0271,-0.0151,0.0095,0.0521,0
1644414,0.1561,0.0075,-0.0100,0.9877,-0.9930,-1.0277,162.0407,0.0034,0.0131,0.0912,0
1644581,0.1561,0.0075,-0.0099,0.9877,-0.9903,-1.0253,162.0463,-0.0063,-0.0107,0.0570,0
1644748,0.1561,0.0075,-0.0099,0.9877,-0.9911,-1.0231,162.0490,0.0005,-0.0072,0.0400,0
1644914,0.1560,0.0075,-0.0099,0.9877,-0.9897,-1.0228,162.0549,-0.0159,-0.0192,0.1062,0
1645081,0.1560,0.0075,-0.0099,0.9877,-0.9903,-1.0217,162.0583,-0.0061,-0.0279,0.0423,0
1645248,0.1560,0.0075,-0.0099,0.9877,-0.9915,-1.0222,162.0629,-0.0212,0.0056,0.0957,0
1645414,0.1559,0.0074,-0.0099,0.9877,-0.9900,-1.0199,162.0655,-0.0062,0.0108,0.0656,0
1645581,0.1559,0.0074,-0.0099,0.9877,-0.9896,-1.0182,162.0699,0.0082,0.0233,0.0556,0
1645748,0.1558,0.0074,-0.0099,0.9877,-0.9891,-1.0193,162.0756,0.0198,-0.0066,0.0766,0
1645914,0.1558,0.0075,-0.0099,0.9877,-0.9895,-1.0221,162.0811,0.0056,-0.0074,0.0647,0
1646081,0.1558,0.0075,-0.0099,0.9877,-0.9909,-1.0261,162.0862,-0.0058,-0.0029,0.0680,0
1646248,0.1557,0.0075,-0.0099,0.9877,-0.9907,-1.0280,162.0920,0.0051,-0.0033,0.0729,0
1646414,0.1557,0.0075,-0.0099,0.9877,-0.9919,-1.0279,162.0977,0.0094,-0.0096,0.0704,0
1646581,0.1556,0.0075,-0.0099,0.9877,-0.9921,-1.0294,162.1016,0.0123,-0.0071,0.0716,0
1646748,0.1556,0.0075,-0.0100,0.9877,-0.9924,-1.0294,162.1068,0.0026,-0.0065,0.0674,0
1646914,0.1555,0.0075,-0.0099,0.9878,-0.9916,-1.0303,162.1126,0.0017,-0.0044,0.0692,0
1647081,0.1555,0.0075,-0.0099,0.9878,-0.9916,-1.0302,162.1195,-0.0041,-0.0077,0.0679,0
1647248,0.1554,0.0075,-0.0099,0.9878,-0.9903,-1.0300,162.1239,-0.0134,-0.0031,0.0552,0
1647414,0.1554,0.0075,-0.0099,0.9878,-0.9913,-1.0294,162.1293,0.0014,-0.0094,0.0827,0
1647581,0.1553,0.0075,-0.0099,0.9878,-0.9913,-1.0293,162.1349,0.0104,-0.0110,0.0646,0
1647748,0.1553,0.0075,-0.0099,0.9878,-0.9911,-1.0287,162.1394,0.0026,-0.0103,0.0613,0
1647914,0.1553,0.0075,-0.0099,0.9878,-0.9910,-1.0282,162.1431,0.0065,-0.0134,0.0643,0
1648081,0.1552,0.0075,-0.0099,0.9878,-0.9915,-1.0280,162.1465,-0.0183,-0.0043,0.0649,0
1648248,0.1552,0.0075,-0.0099,0.9878,-0.9917,-1.0276,162.1487,0.0120,-0.0023,0.0697,0
1648414,0.1552,0.0075,-0.0099,0.9878,-0.9903,-1.0260,162.1516,-0.0024,-0.0161,0.0610,0
1648581,0.1552,0.0075,-0.0099,0.9878,-0.9897,-1.0236,162.1549,0.0036,0.0059,0.0677,0
1648748,0.1551,0.0075,-0.0099,0.9878,-0.9894,-1.0232,162.1599,0.0091,-0.0080,0.0651,0
1648914,0.1551,0.0075,-0.0099,0.9878,-0.9881,-1.0219,162.1618,-0.0111,0.0019,0.0615,0
1649081,0.1551,0.0075,-0.0099,0.9878,-0.9874,-1.0202,162.1662,-0.0009,-0.0008,0.0842,0
1649248,0.1550,0.0075,-0.0099,0.9878,-0.9867,-1.0190,162.1689,-0.0112,-0.0046,0.0589,0
1649414,0.1550,0.0074,-0.0099,0.9878,-0.9858,-1.0181,162.1721,0.0024,-0.0060,0.0671,0
1649581,0.1550,0.0074,-0.0099,0.9878,-0.9856,-1.0167,162.1755,-0.0015,-0.0225,0.0464,0
1649748,0.1549,0.0074,-0.0099,0.9878,-0.9848,-1.0159,162.1808,0.0052,-0.0173,0.0648,0
1649914,0.1549,0.0074,-0.0099,0.9879,-0.9846,-1.0155,162.1866,-0.0051,-0.0066,0.0731,0
