DeviceTag: Movella DOT0,FirmwareVersion: 2.2.1,AppVersion: 2023.6.0,SyncStatus: Unknown (Synced/Un-synced),OutputRate: 60,FilterProfile: Unknown,Measurement Mode: Sensor fusion Mode - Extended (Euler),StartTime: 2024-04-09 11:40:51.220,© Movella Technologies B.V. 2005-2024
SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,Euler_X,Euler_Y,Euler_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Status
41290154,0.0140,-0.0050,-0.0006,-0.9999,0.0572,-0.5732,-178.3965,0.0190,0.0674,0.0146,0
41290321,0.0140,-0.0050,-0.0006,-0.9999,0.0595,-0.5743,-178.3936,0.0304,0.0826,0.0147,0
41290488,0.0140,-0.0050,-0.0006,-0.9999,0.0613,-0.5750,-178.3909,0.0521,0.0560,-0.0001,0
41290654,0.0141,-0.0050,-0.0006,-0.9999,0.0629,-0.5757,-178.3892,0.0591,0.0372,0.0014,0
41290821,0.0141,-0.0050,-0.0006,-0.9999,0.0630,-0.5768,-178.3840,0.0409,0.0452,0.0124,0
41290988,0.0141,-0.0050,-0.0006,-0.9999,0.0633,-0.5789,-178.3826,0.0406,0.0379,0.0153,0
41291154,0.0141,-0.0051,-0.0006,-0.9999,0.0648,-0.5806,-178.3818,0.0254,0.0672,0.0043,0
41291321,0.0142,-0.0051,-0.0006,-0.9999,0.0656,-0.5828,-178.3786,0.0141,0.0656,0.0138,0
41291488,0.0141,-0.0051,-0.0006,-0.9999,0.0649,-0.5851,-178.3796,0.0260,0.0599,0.0122,0
41291654,0.0141,-0.0051,-0.0007,-0.9999,0.0719,-0.5872,-178.3803,0.0347,0.0448,-0.0113,0
41291821,0.0141,-0.0051,-0.0007,-0.9999,0.0695,-0.5900,-178.3817,0.0630,0.0288,0.0587,0
41291988,0.0141,-0.0051,-0.0007,-0.9999,0.0681,-0.5906,-178.3804,0.0145,0.0919,-0.0296,0
41292154,0.0141,-0.0052,-0.0007,-0.9999,0.0693,-0.5926,-178.3812,0.0272,0.0421,0.0043,0
41292321,0.0141,-0.0052,-0.0007,-0.9999,0.0687,-0.5949,-178.3796,0.0632,0.0413,0.0010,0
41292488,0.0141,-0.0052,-0.0007,-0.9999,0.0695,-0.5972,-178.3834,0.0745,0.0636,0.0132,0
41292654,0.0141,-0.0052,-0.0007,-0.9999,0.0684,-0.5991,-178.3832,0.0653,0.0625,0.0170,0
41292821,0.0141,-0.0052,-0.0007,-0.9999,0.0676,-0.6014,-178.3828,0.0551,0.0592,0.0208,0
41292988,0.0141,-0.0053,-0.0007,-0.9999,0.0673,-0.6038,-178.3814,0.0452,0.0487,0.0098,0
41293154,0.0141,-0.0053,-0.0007,-0.9999,0.0673,-0.6045,-178.3854,0.0563,0.0507,0.0067,0
41293321,0.0141,-0.0053,-0.0007,-0.9999,0.0673,-0.6056,-178.3877,0.0524,0.0720,0.0102,0
41293488,0.0141,-0.0053,-0.0007,-0.9999,0.0674,-0.6069,-178.3871,0.0441,0.0721,0.0245,0
41293654,0.0140,-0.0053,-0.0007,-0.9999,0.0672,-0.6088,-178.3919,0.0523,0.0507,-0.0028,0
41293821,0.0140,-0.0053,-0.0007,-0.9999,0.0677,-0.6089,-178.3932,0.0503,0.0473,0.0040,0
41293988,0.0141,-0.0053,-0.0007,-0.9999,0.0687,-0.6106,-178.3902,0.0387,0.0572,-0.0040,0
41294154,0.0140,-0.0053,-0.0007,-0.9999,0.0692,-0.6123,-178.3909,0.0319,0.0797,0.0033,0
41294321,0.0140,-0.0053,-0.0007,-0.9999,0.0707,-0.6108,-178.3942,0.0764,0.0406,-0.0051,0
41294488,0.0140,-0.0053,-0.0007,-0.9999,0.0708,-0.6124,-178.3949,0.0643,0.0553,0.0162,0
41294655,0.0140,-0.0053,-0.0007,-0.9999,0.0725,-0.6128,-178.3957,0.0689,0.0570,0.0208,0
41294821,0.0139,-0.0054,-0.0007,-0.9999,0.0713,-0.6149,-178.4035,0.0358,0.0773,-0.0057,0
41294988,0.0139,-0.0054,-0.0007,-0.9999,0.0727,-0.6155,-178.4044,0.0263,0.0698,0.0007,0
41295155,0.0139,-0.0054,-0.0007,-0.9999,0.0739,-0.6165,-178.4018,0.0171,0.0532,-0.0197,0
41295321,0.0140,-0.0054,-0.0007,-0.9999,0.0749,-0.6172,-178.4014,0.0402,0.0402,0.0199,0
41295488,0.0139,-0.0054,-0.0007,-0.9999,0.0749,-0.6180,-178.4059,0.0489,0.0610,-0.0218,0
41295655,0.0139,-0.0054,-0.0007,-0.9999,0.0752,-0.6170,-178.4107,0.0335,0.0658,-0.0167,0
41295821,0.0139,-0.0054,-0.0007,-0.9999,0.0742,-0.6177,-178.4126,0.0434,0.0562,0.0312,0
41295988,0.0138,-0.0054,-0.0007,-0.9999,0.0746,-0.6183,-178.4137,0.0256,0.0583,0.0278,0
41296155,0.0138,-0.0054,-0.0007,-0.9999,0.0749,-0.6182,-178.4134,0.0468,0.0588,-0.0409,0
41296321,0.0138,-0.0054,-0.0007,-0.9999,0.0763,-0.6176,-178.4212,0.0257,0.0522,-0.0197,0
41296488,0.0138,-0.0054,-0.0007,-0.9999,0.0768,-0.6185,-178.4203,0.0500,0.0524,0.0891,0
41296655,0.0137,-0.0054,-0.0007,-0.9999,0.0764,-0.6194,-178.4250,0.0432,0.0610,-0.0209,0
41296821,0.0138,-0.0054,-0.0007,-0.9999,0.0755,-0.6198,-178.4221,0.0713,0.0635,0.0219,0
41296988,0.0137,-0.0054,-0.0007,-0.9999,0.0747,-0.6200,-178.4252,0.0385,0.0537,-0.0095,0
41297155,0.0138,-0.0054,-0.0007,-0.9999,0.0738,-0.6210,-178.4221,0.0442,0.0412,-0.0081,0
41297321,0.0137,-0.0054,-0.0007,-0.9999,0.0758,-0.6225,-178.4277,0.0254,0.0633,0.0326,0
41297488,0.0137,-0.0054,-0.0007,-0.9999,0.0739,-0.6224,-178.4284,0.0326,0.0786,0.0020,0
41297655,0.0137,-0.0054,-0.0007,-0.9999,0.0725,-0.6237,-178.4303,0.0427,0.0784,0.0133,0
41297821,0.0137,-0.0054,-0.0007,-0.9999,0.0714,-0.6240,-178.4333,0.0570,0.0651,0.0098,0
41297988,0.0137,-0.0054,-0.0007,-0.9999,0.0695,-0.6249,-178.4331,0.0584,0.0537,0.0009,0
41298155,0.0137,-0.0055,-0.0007,-0.9999,0.0678,-0.6259,-178.4344,0.0486,0.0643,0.0109,0
41298321,0.0136,-0.0055,-0.0007,-0.9999,0.0663,-0.6269,-178.4393,0.0261,0.0469,-0.0034,0
41298488,0.0136,-0.0055,-0.0006,-0.9999,0.0644,-0.6286,-178.4433,0.0174,0.0592,-0.0005,0
41298655,0.0136,-0.0055,-0.0006,-0.9999,0.0635,-0.6288,-178.4425,0.0336,0.0634,0.0060,0
41298821,0.0136,-0.0055,-0.0006,-0.9999,0.0615,-0.6288,-178.4398,0.0513,0.0508,0.0076,0
41298988,0.0136,-0.0055,-0.0006,-0.9999,0.0608,-0.6299,-178.4416,0.0567,0.0544,0.0098,0
41299155,0.0136,-0.0055,-0.0006,-0.9999,0.0591,-0.6322,-178.4413,0.0798,0.0644,0.0117,0
41299321,0.0136,-0.0055,-0.0006,-0.9999,0.0590,-0.6343,-178.4442,0.0481,0.0578,-0.0162,0
41299488,0.0136,-0.0055,-0.0006,-0.9999,0.0576,-0.6357,-178.4447,0.0522,0.0649,0.0126,0
41299655,0.0136,-0.0056,-0.0006,-0.9999,0.0582,-0.6370,-178.4446,0.0346,0.0661,0.0234,0
41299821,0.0136,-0.0056,-0.0006,-0.9999,0.0591,-0.6383,-178.4436,0.0329,0.0519,0.0110,0
41299988,0.0136,-0.0056,-0.0006,-0.9999,0.0596,-0.6390,-178.4455,0.0377,0.0498,0.0071,0
41300155,0.0136,-0.0056,-0.0006,-0.9999,0.0605,-0.6400,-178.4460,0.0513,0.0700,0.0027,0
41300321,0.0136,-0.0056,-0.0006,-0.9999,0.0606,-0.6409,-178.4420,0.0454,0.0758,-0.0016,0
41300488,0.0136,-0.0056,-0.0006,-0.9999,0.0593,-0.6408,-178.4461,0.0580,0.0552,0.0121,0
41300655,0.0136,-0.0056,-0.0006,-0.9999,0.0597,-0.6417,-178.4475,0.0488,0.0702,-0.0018,0
41300821,0.0135,-0.0056,-0.0006,-0.9999,0.0600,-0.6427,-178.4480,0.0412,0.0631,0.0022,0
41300988,0.0135,-0.0056,-0.0006,-0.9999,0.0602,-0.6423,-178.4485,0.0301,0.0554,0.0021,0
41301155,0.0135,-0.0056,-0.0006,-0.9999,0.0611,-0.6426,-178.4478,0.0431,0.0570,0.0088,0
41301321,0.0135,-0.0056,-0.0006,-0.9999,0.0624,-0.6417,-178.4505,0.0571,0.0627,-0.0033,0
41301488,0.0135,-0.0056,-0.0006,-0.9999,0.0624,-0.6419,-178.4523,0.0437,0.0765,0.0156,0
41301655,0.0135,-0.0056,-0.0006,-0.9999,0.0636,-0.6408,-178.4537,0.0354,0.0590,-0.0049,0
41301821,0.0135,-0.0056,-0.0006,-0.9999,0.0632,-0.6384,-178.4542,0.0537,0.0427,-0.0089,0
41301988,0.0135,-0.0055,-0.0006,-0.9999,0.0634,-0.6368,-178.4585,0.0388,0.0512,0.0363,0
41302155,0.0135,-0.0055,-0.0006,-0.9999,0.0632,-0.6350,-178.4480,0.0499,-0.0508,0.0181,0
41302321,0.0140,-0.0055,-0.0006,-0.9999,0.0595,-0.6341,-178.4009,0.0723,0.0483,-0.0226,0
41302488,0.0142,-0.0055,-0.0006,-0.9999,0.0584,-0.6347,-178.3721,0.0438,0.1705,0.0687,0
41302655,0.0142,-0.0055,-0.0006,-0.9999,0.0588,-0.6319,-178.3701,0.0311,0.0849,-0.0400,0
41302821,0.0142,-0.0055,-0.0006,-0.9999,0.0581,-0.6313,-178.3687,0.0609,0.0348,0.0265,0
41302988,0.0142,-0.0055,-0.0006,-0.9999,0.0591,-0.6294,-178.3720,0.0376,0.0463,0.0022,0
41303155,0.0142,-0.0055,-0.0006,-0.9999,0.0578,-0.6287,-178.3735,0.0378,0.0273,0.0057,0
41303321,0.0143,-0.0055,-0.0006,-0.9999,0.0579,-0.6279,-178.3648,0.0513,0.0229,0.0139,0
41303488,0.0144,-0.0055,-0.0006,-0.9999,0.0568,-0.6268,-178.3502,0.0742,0.0247,0.0248,0
