DeviceTag: Xsens DOT6B,FirmwareVersion: 2.2.1,AppVersion: 2023.6.0,SyncStatus: Unknown (Synced/Un-synced),OutputRate: 60,FilterProfile: Unknown,Measurement Mode: Sensor fusion Mode - Extended (Euler),StartTime: 2024-04-09 11:31:46.900,© Movella Technologies B.V. 2005-2024
SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,Euler_X,Euler_Y,Euler_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Status
35852156,0.9716,-0.0018,-0.0003,0.2366,-0.2079,0.0156,27.3717,0.0020,0.0033,0.1229,0
35852323,0.9716,-0.0018,-0.0003,0.2366,-0.2071,0.0157,27.3706,-0.0005,-0.0037,0.1166,0
35852490,0.9716,-0.0018,-0.0003,0.2366,-0.2067,0.0160,27.3711,-0.0148,0.0035,0.1218,0
35852656,0.9716,-0.0018,-0.0003,0.2366,-0.2060,0.0165,27.3713,-0.0134,-0.0003,0.0987,0
35852823,0.9716,-0.0018,-0.0003,0.2366,-0.2059,0.0168,27.3714,-0.0029,0.0067,0.1196,0
35852990,0.9716,-0.0018,-0.0003,0.2366,-0.2042,0.0161,27.3722,0.0011,-0.0003,0.1110,0
35853156,0.9716,-0.0017,-0.0003,0.2366,-0.2024,0.0157,27.3725,-0.0051,-0.0050,0.1124,0
35853323,0.9716,-0.0017,-0.0003,0.2366,-0.2017,0.0171,27.3729,-0.0104,-0.0152,0.1046,0
35853490,0.9716,-0.0017,-0.0003,0.2366,-0.2003,0.0171,27.3730,-0.0105,0.0075,0.1066,0
35853656,0.9716,-0.0017,-0.0003,0.2366,-0.1999,0.0170,27.3734,-0.0026,0.0062,0.0992,0
35853823,0.9716,-0.0017,-0.0003,0.2366,-0.2000,0.0179,27.3740,0.0047,0.0002,0.1141,0
35853990,0.9716,-0.0017,-0.0003,0.2366,-0.2000,0.0186,27.3732,-0.0044,0.0073,0.1035,0
35854156,0.9716,-0.0017,-0.0003,0.2366,-0.1999,0.0192,27.3731,0.0082,0.0002,0.0962,0
35854323,0.9716,-0.0017,-0.0003,0.2366,-0.2004,0.0180,27.3736,0.0079,0.0009,0.1215,0
35854490,0.9716,-0.0017,-0.0003,0.2366,-0.2007,0.0171,27.3741,0.0075,-0.0028,0.0971,0
35854657,0.9716,-0.0017,-0.0003,0.2366,-0.2010,0.0170,27.3750,-0.0039,-0.0031,0.1105,0
35854823,0.9716,-0.0017,-0.0003,0.2366,-0.2011,0.0180,27.3759,-0.0030,-0.0202,0.1237,0
35854990,0.9716,-0.0017,-0.0003,0.2366,-0.1996,0.0184,27.3756,-0.0057,-0.0138,0.1166,0
35855157,0.9716,-0.0017,-0.0002,0.2366,-0.1982,0.0191,27.3748,0.0090,-0.0203,0.1047,0
35855323,0.9716,-0.0017,-0.0003,0.2366,-0.1986,0.0186,27.3745,-0.0047,0.0097,0.1021,0
35855490,0.9716,-0.0017,-0.0003,0.2366,-0.1988,0.0173,27.3732,-0.0039,0.0113,0.1124,0
35855657,0.9716,-0.0017,-0.0003,0.2366,-0.1994,0.0173,27.3726,-0.0028,-0.0170,0.1259,0
35855823,0.9716,-0.0017,-0.0003,0.2366,-0.1987,0.0167,27.3727,-0.0018,-0.0114,0.1176,0
35855990,0.9716,-0.0017,-0.0003,0.2366,-0.1993,0.0169,27.3723,-0.0022,-0.0140,0.1182,0
35856157,0.9716,-0.0017,-0.0003,0.2366,-0.1981,0.0166,27.3725,-0.0025,-0.0104,0.1233,0
35856323,0.9716,-0.0017,-0.0003,0.2366,-0.1971,0.0181,27.3729,-0.0018,-0.0015,0.1125,0
35856490,0.9716,-0.0017,-0.0003,0.2366,-0.1981,0.0184,27.3727,0.0002,-0.0054,0.1167,0
35856657,0.9716,-0.0017,-0.0003,0.2366,-0.1980,0.0182,27.3738,0.0010,0.0101,0.1124,0
35856823,0.9716,-0.0017,-0.0003,0.2366,-0.1980,0.0182,27.3735,-0.0112,0.0176,0.1050,0
35856990,0.9716,-0.0017,-0.0002,0.2366,-0.1961,0.0192,27.3734,0.0045,-0.0088,0.1135,0
35857157,0.9716,-0.0017,-0.0002,0.2366,-0.1971,0.0194,27.3737,-0.0067,-0.0161,0.1102,0
